                                                                            D-MEM Bus &
Cycle:      IF      |     ID      |     EX      |     MEM     |     WB      Reg Result
 1875:   48:sw      |  48:-       |  48:-       |  48:-       |  48:-       BUS_LOAD  MEM[40] accepted 1
 1876:   52:-       |  48:sw      |  48:-       |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
 1877:   52:-       |  52:-       |  48:sw      |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
 1878:   52:-       |  52:-       |  52:-       |  48:sw      |  48:-       BUS_STORE MEM[4320] = 0 accepted 1
 1879:   52:-       |  52:-       |  52:-       |  52:-       |  48:sw      BUS_LOAD  MEM[48] accepted 1
 1880:   52:addi    |  52:-       |  52:-       |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 1881:   56:-       |  52:addi    |  52:-       |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 1882:   56:-       |  56:-       |  52:addi    |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 1883:   56:-       |  56:-       |  56:-       |  52:addi    |  52:-       BUS_LOAD  MEM[48] accepted 1
 1884:   56:-       |  56:-       |  56:-       |  56:-       |  52:addi    r4=4328  BUS_LOAD  MEM[48] accepted 1
 1885:   56:addi    |  56:-       |  56:-       |  56:-       |  56:-       BUS_LOAD  MEM[48] accepted 1
 1886:   60:-       |  56:addi    |  56:-       |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
 1887:   60:-       |  60:-       |  56:addi    |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
 1888:   60:-       |  60:-       |  60:-       |  56:addi    |  56:-       BUS_LOAD  MEM[56] accepted 1
 1889:   60:-       |  60:-       |  60:-       |  60:-       |  56:addi    r17=29  BUS_LOAD  MEM[56] accepted 1
 1890:   60:addi    |  60:-       |  60:-       |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 1891:   64:-       |  60:addi    |  60:-       |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 1892:   64:-       |  64:-       |  60:addi    |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 1893:   64:-       |  64:-       |  64:-       |  60:addi    |  60:-       BUS_LOAD  MEM[56] accepted 1
 1894:   64:-       |  64:-       |  64:-       |  64:-       |  60:addi    r3=129000  BUS_LOAD  MEM[56] accepted 1
 1895:   64:slti    |  64:-       |  64:-       |  64:-       |  64:-       BUS_LOAD  MEM[56] accepted 1
 1896:   68:-       |  64:slti    |  64:-       |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
 1897:   68:-       |  68:-       |  64:slti    |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
 1898:   68:-       |  68:-       |  68:-       |  64:slti    |  64:-       BUS_LOAD  MEM[64] accepted 1
 1899:   68:-       |  68:-       |  68:-       |  68:-       |  64:slti    r2=1  BUS_LOAD  MEM[64] accepted 1
 1900:   68:bne     |  68:-       |  68:-       |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 1901:   72:-       |  68:bne     |  68:-       |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 1902:   72:-       |  72:-       |  68:bne     |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 1903:   72:-       |  72:-       |  72:-       |  68:bne     |  68:-       BUS_LOAD  MEM[64] accepted 1
 1904:   20:-       |  72:-       |  72:-       |  72:-       |  68:bne     BUS_LOAD  MEM[16] accepted 1
 1905:   20:add     |  20:-       |  72:-       |  72:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 1906:   24:-       |  20:add     |  20:-       |  72:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 1907:   24:-       |  24:-       |  20:add     |  20:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 1908:   24:-       |  24:-       |  24:-       |  20:add     |  20:-       BUS_LOAD  MEM[16] accepted 1
 1909:   24:-       |  24:-       |  24:-       |  24:-       |  20:add     r6=258000  BUS_LOAD  MEM[16] accepted 1
 1910:   24:add     |  24:-       |  24:-       |  24:-       |  24:-       BUS_LOAD  MEM[16] accepted 1
 1911:   28:-       |  24:add     |  24:-       |  24:-       |  24:-       BUS_LOAD  MEM[24] accepted 1
 1912:   28:-       |  28:-       |  24:add     |  24:-       |  24:-       BUS_LOAD  MEM[24] accepted 1
 1913:   28:-       |  28:-       |  28:-       |  24:add     |  24:-       BUS_LOAD  MEM[24] accepted 1
 1914:   28:-       |  28:-       |  28:-       |  28:-       |  24:add     r9=258000  BUS_LOAD  MEM[24] accepted 1
 1915:   28:add     |  28:-       |  28:-       |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 1916:   32:-       |  28:add     |  28:-       |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 1917:   32:-       |  32:-       |  28:add     |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 1918:   32:-       |  32:-       |  32:-       |  28:add     |  28:-       BUS_LOAD  MEM[24] accepted 1
 1919:   32:-       |  32:-       |  32:-       |  32:-       |  28:add     r8=258000  BUS_LOAD  MEM[24] accepted 1
 1920:   32:mulhsu  |  32:-       |  32:-       |  32:-       |  32:-       BUS_LOAD  MEM[24] accepted 1
 1921:   36:-       |  32:mulhsu  |  32:-       |  32:-       |  32:-       BUS_LOAD  MEM[32] accepted 1
 1922:   36:-       |  36:-       |  32:mulhsu  |  32:-       |  32:-       BUS_LOAD  MEM[32] accepted 1
 1923:   36:-       |  36:-       |  36:-       |  32:mulhsu  |  32:-       BUS_LOAD  MEM[32] accepted 1
 1924:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulhsu  r5=3  BUS_LOAD  MEM[32] accepted 1
 1925:   36:mul     |  36:-       |  36:-       |  36:-       |  36:-       BUS_LOAD  MEM[32] accepted 1
 1926:   40:-       |  36:mul     |  36:-       |  36:-       |  36:-       BUS_LOAD  MEM[32] accepted 1
 1927:   40:-       |  40:-       |  36:mul     |  36:-       |  36:-       BUS_LOAD  MEM[32] accepted 1
 1928:   40:-       |  40:-       |  40:-       |  36:mul     |  36:-       BUS_LOAD  MEM[32] accepted 1
 1929:   40:-       |  40:-       |  40:-       |  40:-       |  36:mul     r7=774000  BUS_LOAD  MEM[32] accepted 1
 1930:   40:mulh    |  40:-       |  40:-       |  40:-       |  40:-       BUS_LOAD  MEM[32] accepted 1
 1931:   44:-       |  40:mulh    |  40:-       |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
 1932:   44:-       |  44:-       |  40:mulh    |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
 1933:   44:-       |  44:-       |  44:-       |  40:mulh    |  40:-       BUS_LOAD  MEM[40] accepted 1
 1934:   44:-       |  44:-       |  44:-       |  44:-       |  40:mulh    r10=15  BUS_LOAD  MEM[40] accepted 1
 1935:   44:mulhu   |  44:-       |  44:-       |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
 1936:   48:-       |  44:mulhu   |  44:-       |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
 1937:   48:-       |  48:-       |  44:mulhu   |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
 1938:   48:-       |  48:-       |  48:-       |  44:mulhu   |  44:-       BUS_LOAD  MEM[40] accepted 1
 1939:   48:-       |  48:-       |  48:-       |  48:-       |  44:mulhu   r11=0  BUS_LOAD  MEM[40] accepted 1
 1940:   48:sw      |  48:-       |  48:-       |  48:-       |  48:-       BUS_LOAD  MEM[40] accepted 1
 1941:   52:-       |  48:sw      |  48:-       |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
 1942:   52:-       |  52:-       |  48:sw      |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
 1943:   52:-       |  52:-       |  52:-       |  48:sw      |  48:-       BUS_STORE MEM[4328] = 0 accepted 1
 1944:   52:-       |  52:-       |  52:-       |  52:-       |  48:sw      BUS_LOAD  MEM[48] accepted 1
 1945:   52:addi    |  52:-       |  52:-       |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 1946:   56:-       |  52:addi    |  52:-       |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 1947:   56:-       |  56:-       |  52:addi    |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 1948:   56:-       |  56:-       |  56:-       |  52:addi    |  52:-       BUS_LOAD  MEM[48] accepted 1
 1949:   56:-       |  56:-       |  56:-       |  56:-       |  52:addi    r4=4336  BUS_LOAD  MEM[48] accepted 1
 1950:   56:addi    |  56:-       |  56:-       |  56:-       |  56:-       BUS_LOAD  MEM[48] accepted 1
 1951:   60:-       |  56:addi    |  56:-       |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
 1952:   60:-       |  60:-       |  56:addi    |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
 1953:   60:-       |  60:-       |  60:-       |  56:addi    |  56:-       BUS_LOAD  MEM[56] accepted 1
 1954:   60:-       |  60:-       |  60:-       |  60:-       |  56:addi    r17=30  BUS_LOAD  MEM[56] accepted 1
 1955:   60:addi    |  60:-       |  60:-       |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 1956:   64:-       |  60:addi    |  60:-       |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 1957:   64:-       |  64:-       |  60:addi    |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 1958:   64:-       |  64:-       |  64:-       |  60:addi    |  60:-       BUS_LOAD  MEM[56] accepted 1
 1959:   64:-       |  64:-       |  64:-       |  64:-       |  60:addi    r3=130000  BUS_LOAD  MEM[56] accepted 1
 1960:   64:slti    |  64:-       |  64:-       |  64:-       |  64:-       BUS_LOAD  MEM[56] accepted 1
 1961:   68:-       |  64:slti    |  64:-       |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
 1962:   68:-       |  68:-       |  64:slti    |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
 1963:   68:-       |  68:-       |  68:-       |  64:slti    |  64:-       BUS_LOAD  MEM[64] accepted 1
 1964:   68:-       |  68:-       |  68:-       |  68:-       |  64:slti    r2=1  BUS_LOAD  MEM[64] accepted 1
 1965:   68:bne     |  68:-       |  68:-       |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 1966:   72:-       |  68:bne     |  68:-       |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 1967:   72:-       |  72:-       |  68:bne     |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 1968:   72:-       |  72:-       |  72:-       |  68:bne     |  68:-       BUS_LOAD  MEM[64] accepted 1
 1969:   20:-       |  72:-       |  72:-       |  72:-       |  68:bne     BUS_LOAD  MEM[16] accepted 1
 1970:   20:add     |  20:-       |  72:-       |  72:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 1971:   24:-       |  20:add     |  20:-       |  72:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 1972:   24:-       |  24:-       |  20:add     |  20:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 1973:   24:-       |  24:-       |  24:-       |  20:add     |  20:-       BUS_LOAD  MEM[16] accepted 1
 1974:   24:-       |  24:-       |  24:-       |  24:-       |  20:add     r6=260000  BUS_LOAD  MEM[16] accepted 1
 1975:   24:add     |  24:-       |  24:-       |  24:-       |  24:-       BUS_LOAD  MEM[16] accepted 1
 1976:   28:-       |  24:add     |  24:-       |  24:-       |  24:-       BUS_LOAD  MEM[24] accepted 1
 1977:   28:-       |  28:-       |  24:add     |  24:-       |  24:-       BUS_LOAD  MEM[24] accepted 1
 1978:   28:-       |  28:-       |  28:-       |  24:add     |  24:-       BUS_LOAD  MEM[24] accepted 1
 1979:   28:-       |  28:-       |  28:-       |  28:-       |  24:add     r9=260000  BUS_LOAD  MEM[24] accepted 1
 1980:   28:add     |  28:-       |  28:-       |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 1981:   32:-       |  28:add     |  28:-       |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 1982:   32:-       |  32:-       |  28:add     |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 1983:   32:-       |  32:-       |  32:-       |  28:add     |  28:-       BUS_LOAD  MEM[24] accepted 1
 1984:   32:-       |  32:-       |  32:-       |  32:-       |  28:add     r8=260000  BUS_LOAD  MEM[24] accepted 1
 1985:   32:mulhsu  |  32:-       |  32:-       |  32:-       |  32:-       BUS_LOAD  MEM[24] accepted 1
 1986:   36:-       |  32:mulhsu  |  32:-       |  32:-       |  32:-       BUS_LOAD  MEM[32] accepted 1
 1987:   36:-       |  36:-       |  32:mulhsu  |  32:-       |  32:-       BUS_LOAD  MEM[32] accepted 1
 1988:   36:-       |  36:-       |  36:-       |  32:mulhsu  |  32:-       BUS_LOAD  MEM[32] accepted 1
 1989:   36:-       |  36:-       |  36:-       |  36:-       |  32:mulhsu  r5=3  BUS_LOAD  MEM[32] accepted 1
 1990:   36:mul     |  36:-       |  36:-       |  36:-       |  36:-       BUS_LOAD  MEM[32] accepted 1
 1991:   40:-       |  36:mul     |  36:-       |  36:-       |  36:-       BUS_LOAD  MEM[32] accepted 1
 1992:   40:-       |  40:-       |  36:mul     |  36:-       |  36:-       BUS_LOAD  MEM[32] accepted 1
 1993:   40:-       |  40:-       |  40:-       |  36:mul     |  36:-       BUS_LOAD  MEM[32] accepted 1
 1994:   40:-       |  40:-       |  40:-       |  40:-       |  36:mul     r7=780000  BUS_LOAD  MEM[32] accepted 1
 1995:   40:mulh    |  40:-       |  40:-       |  40:-       |  40:-       BUS_LOAD  MEM[32] accepted 1
 1996:   44:-       |  40:mulh    |  40:-       |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
 1997:   44:-       |  44:-       |  40:mulh    |  40:-       |  40:-       BUS_LOAD  MEM[40] accepted 1
 1998:   44:-       |  44:-       |  44:-       |  40:mulh    |  40:-       BUS_LOAD  MEM[40] accepted 1
 1999:   44:-       |  44:-       |  44:-       |  44:-       |  40:mulh    r10=15  BUS_LOAD  MEM[40] accepted 1
 2000:   44:mulhu   |  44:-       |  44:-       |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
 2001:   48:-       |  44:mulhu   |  44:-       |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
 2002:   48:-       |  48:-       |  44:mulhu   |  44:-       |  44:-       BUS_LOAD  MEM[40] accepted 1
 2003:   48:-       |  48:-       |  48:-       |  44:mulhu   |  44:-       BUS_LOAD  MEM[40] accepted 1
 2004:   48:-       |  48:-       |  48:-       |  48:-       |  44:mulhu   r11=0  BUS_LOAD  MEM[40] accepted 1
 2005:   48:sw      |  48:-       |  48:-       |  48:-       |  48:-       BUS_LOAD  MEM[40] accepted 1
 2006:   52:-       |  48:sw      |  48:-       |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
 2007:   52:-       |  52:-       |  48:sw      |  48:-       |  48:-       BUS_LOAD  MEM[48] accepted 1
 2008:   52:-       |  52:-       |  52:-       |  48:sw      |  48:-       BUS_STORE MEM[4336] = 0 accepted 1
 2009:   52:-       |  52:-       |  52:-       |  52:-       |  48:sw      BUS_LOAD  MEM[48] accepted 1
 2010:   52:addi    |  52:-       |  52:-       |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 2011:   56:-       |  52:addi    |  52:-       |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 2012:   56:-       |  56:-       |  52:addi    |  52:-       |  52:-       BUS_LOAD  MEM[48] accepted 1
 2013:   56:-       |  56:-       |  56:-       |  52:addi    |  52:-       BUS_LOAD  MEM[48] accepted 1
 2014:   56:-       |  56:-       |  56:-       |  56:-       |  52:addi    r4=4344  BUS_LOAD  MEM[48] accepted 1
 2015:   56:addi    |  56:-       |  56:-       |  56:-       |  56:-       BUS_LOAD  MEM[48] accepted 1
 2016:   60:-       |  56:addi    |  56:-       |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
 2017:   60:-       |  60:-       |  56:addi    |  56:-       |  56:-       BUS_LOAD  MEM[56] accepted 1
 2018:   60:-       |  60:-       |  60:-       |  56:addi    |  56:-       BUS_LOAD  MEM[56] accepted 1
 2019:   60:-       |  60:-       |  60:-       |  60:-       |  56:addi    r17=31  BUS_LOAD  MEM[56] accepted 1
 2020:   60:addi    |  60:-       |  60:-       |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 2021:   64:-       |  60:addi    |  60:-       |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 2022:   64:-       |  64:-       |  60:addi    |  60:-       |  60:-       BUS_LOAD  MEM[56] accepted 1
 2023:   64:-       |  64:-       |  64:-       |  60:addi    |  60:-       BUS_LOAD  MEM[56] accepted 1
 2024:   64:-       |  64:-       |  64:-       |  64:-       |  60:addi    r3=131000  BUS_LOAD  MEM[56] accepted 1
 2025:   64:slti    |  64:-       |  64:-       |  64:-       |  64:-       BUS_LOAD  MEM[56] accepted 1
 2026:   68:-       |  64:slti    |  64:-       |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
 2027:   68:-       |  68:-       |  64:slti    |  64:-       |  64:-       BUS_LOAD  MEM[64] accepted 1
 2028:   68:-       |  68:-       |  68:-       |  64:slti    |  64:-       BUS_LOAD  MEM[64] accepted 1
 2029:   68:-       |  68:-       |  68:-       |  68:-       |  64:slti    r2=1  BUS_LOAD  MEM[64] accepted 1
 2030:   68:bne     |  68:-       |  68:-       |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 2031:   72:-       |  68:bne     |  68:-       |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 2032:   72:-       |  72:-       |  68:bne     |  68:-       |  68:-       BUS_LOAD  MEM[64] accepted 1
 2033:   72:-       |  72:-       |  72:-       |  68:bne     |  68:-       BUS_LOAD  MEM[64] accepted 1
 2034:   20:-       |  72:-       |  72:-       |  72:-       |  68:bne     BUS_LOAD  MEM[16] accepted 1
 2035:   20:add     |  20:-       |  72:-       |  72:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 2036:   24:-       |  20:add     |  20:-       |  72:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 2037:   24:-       |  24:-       |  20:add     |  20:-       |  72:-       BUS_LOAD  MEM[16] accepted 1
 2038:   24:-       |  24:-       |  24:-       |  20:add     |  20:-       BUS_LOAD  MEM[16] accepted 1
 2039:   24:-       |  24:-       |  24:-       |  24:-       |  20:add     r6=262000  BUS_LOAD  MEM[16] accepted 1
 2040:   24:add     |  24:-       |  24:-       |  24:-       |  24:-       BUS_LOAD  MEM[16] accepted 1
 2041:   28:-       |  24:add     |  24:-       |  24:-       |  24:-       BUS_LOAD  MEM[24] accepted 1
 2042:   28:-       |  28:-       |  24:add     |  24:-       |  24:-       BUS_LOAD  MEM[24] accepted 1
 2043:   28:-       |  28:-       |  28:-       |  24:add     |  24:-       BUS_LOAD  MEM[24] accepted 1
 2044:   28:-       |  28:-       |  28:-       |  28:-       |  24:add     r9=262000  BUS_LOAD  MEM[24] accepted 1
 2045:   28:add     |  28:-       |  28:-       |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 2046:   32:-       |  28:add     |  28:-       |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 2047:   32:-       |  32:-       |  28:add     |  28:-       |  28:-       BUS_LOAD  MEM[24] accepted 1
 2048:   32:-       |  32:-       |  32:-       |  28:add     |  28:-       BUS_LOAD  MEM[24] accepted 1
 2049:   32:-       |  32:-       |  32:-       |  32:-       |  28:add     r8=262000  BUS_LOAD  MEM[24] accepted 1
